pet_id,timestamp,activity_type,duration_minutes,distance_meters,intensity,calories,hour_of_day,day_of_week,is_weekend,with_owner,with_other_pets
0,2025-07-19 19:37:54.005687,2,17.891463348218082,536.7439004465425,0.8678757512708763,77.63783597335058,19,5,True,True,False
0,2025-07-20 20:46:54.005687,5,10.140489488690633,405.61957954762534,0.7430569906972158,37.67480801831605,20,6,True,False,True
0,2025-07-21 19:17:54.005687,5,26.854047263843338,1074.1618905537334,0.7880316568791635,105.80919679618917,19,0,False,True,True
0,2025-07-21 20:51:54.005687,0,29.839252358891635,2088.747665122414,0.5759166586899619,85.92461258169718,20,0,False,True,False
0,2025-07-22 16:03:54.005687,1,5.718854617979705,857.8281926969557,0.898093730375491,25.680337386682485,16,1,False,True,True
0,2025-07-22 19:04:54.005687,2,16.46013682915359,493.80410487460773,0.7147282381169826,58.822622975327015,19,1,False,True,True
0,2025-07-23 18:17:54.005687,4,92.05226672756913,0.0,0.1,46.02613336378457,18,2,False,True,False
0,2025-07-23 20:44:54.005687,0,15.680388379326944,1097.627186552886,0.4745421804137072,37.205028456297825,20,2,False,True,False
0,2025-07-24 19:26:54.005687,8,9.886311458371885,494.3155729185943,0.5696645693444746,28.159406796693823,19,3,False,True,False
0,2025-07-24 19:39:54.005687,2,8.752861325032818,262.5858397509845,0.6820385591643652,29.848944633454394,19,3,False,False,True
0,2025-07-25 18:20:54.005687,6,6.60106381037555,330.05319051877746,0.6496300916106403,21.441248439309753,18,4,False,True,False
0,2025-07-25 18:30:54.005687,0,9.645042368278018,675.1529657794613,0.5924386172096774,28.570477817956906,18,4,False,True,True
0,2025-07-25 19:44:54.005687,2,8.777360291234029,263.32080873702085,0.6355948615741311,27.89422549646584,19,4,False,True,False
0,2025-07-26 14:31:54.005687,5,12.15960749453928,486.3842997815712,0.6966120666143096,42.352646529949276,14,5,True,True,False
0,2025-07-27 19:42:54.005687,0,20.66751852302111,1446.7262966114777,0.45384567915283636,46.89931990242171,19,6,True,False,False
0,2025-07-27 20:31:54.005687,7,6.200756842273418,310.03784211367093,0.5124106537035618,15.886669335030778,20,6,True,True,False
0,2025-07-28 15:08:54.005687,5,54.317622651282775,2172.704906051311,0.5390036708900059,146.38699001529776,15,0,False,True,True
0,2025-07-29 20:04:54.005687,5,30.71519233408733,1228.6076933634931,0.7275937375096957,111.74090794343877,20,1,False,True,False
0,2025-07-30 16:46:54.005687,4,33.02052134705504,0.0,0.1,16.51026067352752,16,2,False,True,True
0,2025-07-31 16:33:54.005687,0,31.71420734983622,2219.9945144885355,0.584956945313296,92.75722927196338,16,3,False,True,False
0,2025-07-31 19:02:54.005687,0,54.31894344818631,3802.326041373042,0.45807488782867684,124.41071963500093,19,3,False,True,True
0,2025-07-31 20:20:54.005687,5,62.96286572374494,2518.5146289497975,0.5034034894826791,158.47863156581286,20,3,False,True,False
0,2025-08-02 20:26:54.005687,4,47.09705508000752,0.0,0.1,23.54852754000376,20,5,True,True,True
0,2025-08-03 14:28:54.005687,0,35.15135166984104,2460.5946168888727,0.587174068903092,103.1998109371203,14,6,True,True,False
0,2025-08-03 17:39:54.005687,3,6.699219446602611,133.9843889320522,0.6714425090925196,22.490703570941285,17,6,True,True,True
0,2025-08-04 14:27:54.005687,0,11.56735734832889,809.7150143830223,0.5736842319290316,33.1800525791235,14,0,False,True,False
0,2025-08-04 14:34:54.005687,3,13.936124227986129,278.7224845597226,0.5430555496941386,37.84044801617405,14,0,False,True,True
0,2025-08-04 18:43:54.005687,0,9.094057417648056,636.5840192353639,0.5269326337075074,23.95977813084292,18,0,False,True,True
0,2025-08-05 20:14:54.005687,3,20.441906192509673,408.8381238501935,0.5024574854253918,51.35594391395078,20,1,False,True,True
0,2025-08-09 20:55:54.005687,5,75.14198265219619,3005.6793060878476,0.5575465532543545,209.47576716215247,20,5,True,False,True
0,2025-08-10 16:08:54.005687,0,28.56121758863685,1999.2852312045795,0.518046653076455,73.9802158979085,16,6,True,True,True
0,2025-08-11 17:24:54.005687,1,6.560558909773793,984.0838364660689,0.7262427974767267,23.822793278224918,17,0,False,True,False
0,2025-08-12 18:35:54.005687,2,5.958963087551378,178.76889262654134,0.6261727196702226,18.656700614732568,18,1,False,True,True
0,2025-08-12 18:51:54.005687,5,44.55996859734081,1782.3987438936324,0.5905996725893572,131.5855143209076,18,1,False,True,False
0,2025-08-13 15:19:54.005687,5,44.84387335896666,1793.7549343586666,0.6511988595825624,146.0113959531197,15,2,False,True,False
0,2025-08-13 18:24:54.005687,4,57.25413791519121,0.0,0.1,28.627068957595604,18,2,False,True,False
0,2025-08-13 19:11:54.005687,3,21.26667845844504,425.3335691689008,0.5028249090447608,53.46707830775901,19,2,False,True,True
0,2025-08-15 20:44:54.005687,2,35.009465555256256,1050.2839666576876,0.7195625473800885,125.95750108677828,20,4,False,True,False
0,2025-08-16 18:08:54.005687,5,47.349472860132316,1893.9789144052927,0.7876944705262282,186.48458977128968,18,5,True,True,False
0,2025-08-17 14:10:54.005687,4,80.0528252387038,0.0,0.1,40.0264126193519,14,6,True,True,True
0,2025-08-17 16:08:54.005687,0,35.67433751203049,2497.2036258421344,0.5670656221528554,101.14845198075258,16,6,True,False,False
0,2025-08-18 14:41:54.005687,5,18.591150288176227,743.646011527049,0.684741357164175,63.65064739784466,14,0,False,True,False
0,2025-08-18 18:46:54.005687,0,18.831635807613633,1318.2145065329544,0.4341130562520835,40.87529487334663,18,0,False,False,False
0,2025-08-18 19:03:54.005687,2,46.345886773885816,1390.3766032165745,0.8914714011925093,206.58016310912686,19,0,False,True,False
0,2025-08-19 14:30:54.005687,2,7.3811980249595335,221.435940748786,0.7922349483635269,29.238215180823914,14,1,False,True,True
0,2025-08-20 18:25:54.005687,1,2.9257907551682036,438.86861327523053,0.8721910946488584,12.759243207318328,18,2,False,True,True
0,2025-08-21 19:34:54.005687,4,50.095523532631134,0.0,0.1,25.04776176631557,19,3,False,True,True
0,2025-08-22 14:36:54.005687,0,37.38563166219191,2616.994216353434,0.4631145506258696,86.56915003550145,14,4,False,True,False
